,Title,Image,Description,Genre,Duration,Date,ID,text,k_means
1504,Little Joe,https://ichef.bbci.co.uk/images/ic/1200x675/p0bk5jnx.jpg,A senior plant breeder brings one of her creations home as a gift for her teenaged son.,drama-and-soaps,98 mins,2018,1504,senior plant breeder bring creation home gift teenaged son,7
1505,Hope Street - Series 1: Episode 10,https://ichef.bbci.co.uk/images/ic/1200x675/p0bkccn5.jpg,Callum discovers his girlfriend is a fraud – and Finn faces an impossible dilemma.  ,drama-and-soaps,44 mins,7pm 2 Feb 2022,1505,callum discover girlfriend fraud Finn face impossible dilemma  ,1
1506,Persian Lessons,https://ichef.bbci.co.uk/images/ic/1200x675/p0blbyxw.jpg,A man is spared death on a mistaken assumption that he can teach his executioner Farsi.,drama-and-soaps,119 mins,2020,1506,man spare death mistaken assumption teach executioner Farsi,0
1507,Elmina's Kitchen,https://ichef.bbci.co.uk/images/ic/1200x675/p0blyln5.jpg,A cafe owner tries to prevent his son from getting involved in London's gun culture.,drama-and-soaps,89 mins,9pm 21 Jan 2004,1507,cafe owner try prevent son get involve London gun culture,0
1508,Blue Story,https://ichef.bbci.co.uk/images/ic/1200x675/p0blhwcf.jpg,A feature adaptation of Rapman's YouTube series about two young friends in south London.,drama-and-soaps,86 mins,2018,1508,feature adaptation Rapman YouTube series young friend south London,0
1509,Sorry We Missed You,https://ichef.bbci.co.uk/images/ic/1200x675/p0blqp6w.jpg,"After taking a job as a delivery driver, Ricky finds it exacts a heavy toll.",drama-and-soaps,96 mins,2018,1509,take job delivery driver Ricky find exact heavy toll,3
1510,Death in Paradise - Series 11: Episode 7,https://ichef.bbci.co.uk/images/ic/1200x675/p0bmwww4.jpg,A reggae rap artist is shot dead at a soundcheck for a concert.,drama-and-soaps,58 mins,9pm 18 Feb 2022,1510,reggae rap artist shoot dead soundcheck concert,0
1511,FilmG - 2021/22: 5. Brochan Lom,https://ichef.bbci.co.uk/images/ic/1200x675/p0bm6bv3.jpg,Ooh aah Slainte mhath! – it’s the man with the Gaidhlig rapping skills.,drama-and-soaps,3 mins,10:55pm 18 Feb 2022,1511,Ooh aah Slainte mhath man Gaidhlig rapping skill,0
1512,Na Dana-thursan aig Tintin/The Adventures of Tintin - Series 1: 23. Seachd Buill Chriostail – Pairt 1,https://ichef.bbci.co.uk/images/ic/1200x675/p0bnftr5.jpg,Cha bhi goid na h-Inca naoimh gun dìoghaltas. The theft of the Inca will be revenged.,drama-and-soaps,26 mins,6pm 22 Feb 2022,1512,cha bhi goid na h inca naoimh gun dìoghalta theft Inca revenge,0
1513,Call the Midwife - Series 11: Episode 8,https://ichef.bbci.co.uk/images/ic/1200x675/p0bpkp7l.jpg,Nonnatus House faces its darkest day following a tragic incident.,drama-and-soaps,59 mins,8pm 20 Feb 2022,1513,Nonnatus House face dark day follow tragic incident,9
1514,Casualty - Series 36: 22. On the Edge,https://ichef.bbci.co.uk/images/ic/1200x675/p0bpkkf8.jpg,Faith’s world comes crashing down when Luka is targeted by a predator.,drama-and-soaps,38 mins,9:30pm 19 Feb 2022,1514,Faith world come crash Luka target predator,0
1515,Holby City - Series 23: Episode 45,https://ichef.bbci.co.uk/images/ic/1200x675/p0bpn8mj.jpg,Will Nicky find the strength to be a mother to Juliet or give away her baby for good?,drama-and-soaps,40 mins,7:50pm 22 Feb 2022,1515,Nicky find strength mother Juliet away baby good,3
1516,Doctors - Series 23: 8. The Line,https://ichef.bbci.co.uk/images/ic/1200x675/p0bpmz0g.jpg,Hazeem’s social-media stalking has unexpected results for a beautiful patient.,drama-and-soaps,28 mins,1:45pm 24 Feb 2022,1516,Hazeem social medium stalking unexpected result beautiful patient,0
1517,Shakespeare & Hathaway - Private Investigators - Series 4: 9. Time Decays,https://ichef.bbci.co.uk/images/ic/1200x675/p0bpn3n0.jpg,"A tourist on an idyllic Shakespeare walk is murdered, and Frank becomes the prime suspect.",drama-and-soaps,44 mins,2:15pm 24 Feb 2022,1517,tourist idyllic Shakespeare walk murder Frank prime suspect,0
1518,EastEnders - 24/02/2022,https://ichef.bbci.co.uk/images/ic/1200x675/p0bpz4pn.jpg,"Chelsea reels from recent events, and Honey finds herself in an awkward situation.",drama-and-soaps,28 mins,7:30pm 24 Feb 2022,1518,Chelsea reel recent event Honey find awkward situation,3
1519,River City - 21/02/2022,https://ichef.bbci.co.uk/images/ic/1200x675/p0bngfjk.jpg,Stevie and Sam target Bernie to find out who Scarlett’s mystery man might be. ,drama-and-soaps,59 mins,10pm 21 Feb 2022,1519,Stevie Sam target Bernie find Scarlett mystery man,3
1520,This Life - +10,https://ichef.bbci.co.uk/images/ic/1200x675/p015lz2s.jpg,"A decade on, This Life's Egg, Milly, Warren, Anna and Miles meet again at Ferdy's funeral.",drama-and-soaps,81 mins,2 Jan 2007,1520,decade Life Egg Milly Warren Anna Miles meet Ferdy funeral,11
1521,My Jihad - 4. Cupcakes & Cubicles,https://ichef.bbci.co.uk/images/ic/1200x675/p02vbkyw.jpg,"Love is in the air, but will it be happily ever after for Fahmida and Nazir?",drama-and-soaps,16 mins,28 Jun 2015,1521,love air happily Fahmida Nazir,0
1522,Thirteen - Episode 5,https://ichef.bbci.co.uk/images/ic/1200x675/p03nmqcy.jpg,Ivy is forced to face the truth of what happened to her.,drama-and-soaps,59 mins,27 Mar 2016,1522,ivy force face truth happen,0
1523,Murdered by My Father,https://ichef.bbci.co.uk/images/ic/1200x675/p06mp8t1.jpg,"A young woman falls in love with the wrong man, with tragic consequences for everyone.",drama-and-soaps,75 mins,10:45pm 5 Apr 2016,1523,young woman fall love wrong man tragic consequence,0
1524,Class - Series 1: 8. The Lost,https://ichef.bbci.co.uk/images/ic/1200x675/p04gbs1k.jpg,"As Corakinus wages war, our heroes must fight against the Shadow Kin one last time.",drama-and-soaps,46 mins,3 Dec 2016,1524,Corakinus wage war hero fight Shadow Kin time,13
1525,five by five - 5. Michael,https://ichef.bbci.co.uk/images/ic/1200x675/p04xx8ts.jpg,"When his partner calls him racist, a cop must decide the fate of a young, black teen.",drama-and-soaps,6 mins,27 Mar 2017,1525,partner call racist cop decide fate young black teen,11
1526,Murdered for Being Different,https://ichef.bbci.co.uk/images/ic/1200x675/p06lj969.jpg,Bafta-winning real-life drama about the murder of Sophie Lancaster.,drama-and-soaps,61 mins,18 Jun 2017,1526,bafta win real life drama murder Sophie Lancaster,0
1527,Overshadowed - Series 1: Episode 8,https://ichef.bbci.co.uk/images/ic/1200x675/p05hdv00.jpg,Imo has to face the consequences of her actions.,drama-and-soaps,12 mins,1 Oct 2017,1527,Imo face consequence action,0
1528,Killed by My Debt,https://ichef.bbci.co.uk/images/ic/1200x675/p07jzhc5.jpg,"The story of 19-year-old Jerome Rogers, who found himself under a crushing debt.",drama-and-soaps,58 mins,29 May 2018,1528,story 19 year old Jerome Rogers find crush debt,12
1529,Logan High - Series 2: 30. Tide Turns,https://ichef.bbci.co.uk/images/ic/1200x675/p06q9kz2.jpg,Catch up with the lives of the pupils of Logan High...,drama-and-soaps,12 mins,3 Nov 2018,1529,catch life pupil Logan High,0
1530,Clique - Series 2: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p06vtpq6.jpg,"Holly rips the truth into the light, but will it save or destroy those around her?",drama-and-soaps,42 mins,15 Dec 2018,1530,Holly rip truth light save destroy,0
1531,The Left Behind,https://ichef.bbci.co.uk/images/ic/1200x675/p07jzmds.jpg,Factual drama about a young man drawn into a far-right hate crime.,drama-and-soaps,59 mins,10 Jul 2019,1531,factual drama young man draw far right hate crime,0
1532,Fosse/Verdon - Series 1: 8. Providence,https://ichef.bbci.co.uk/images/ic/1200x675/p07htknv.jpg,Bob is offered advice by his friend Paddy Chayefsky.,drama-and-soaps,54 mins,2 Aug 2019,1532,Bob offer advice friend Paddy Chayefsky,0
1533,Gold Digger - Series 1: 6. Her Love,https://ichef.bbci.co.uk/images/ic/1200x675/p07tcplj.jpg,Benjamin reveals to Julia the truth about his past.,drama-and-soaps,56 mins,12 Nov 2019,1533,Benjamin reveal Julia truth past,10
1534,Looking for Alaska - Series 1: 8. It's Very Beautiful Over There - Thomas Edison,https://ichef.bbci.co.uk/images/ic/1200x675/p07rfjkf.jpg,"The search for answers pulls the group apart, but a final prank brings them back together.",drama-and-soaps,49 mins,19 Oct 2019,1534,search answer pull group apart final prank bring,0
1535,The Split - Series 2: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p082lz3h.jpg,Hannah and Nathan’s marriage is in turmoil after her shocking confession.,drama-and-soaps,58 mins,11 Feb 2020,1535,Hannah Nathan marriage turmoil shocking confession,0
1536,Get Even - Series 1: 10. Get Justice,https://ichef.bbci.co.uk/images/ic/1200x675/p083mzt1.jpg,"DGM finally learn the truth, but not without great risk and devastating consequences…",drama-and-soaps,27 mins,14 Feb 2020,1536,DGM finally learn truth great risk devastating consequence,0
1537,Noughts + Crosses - Series 1: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p084qg42.jpg,"Working with the Liberation Militia, Callum makes a decision that puts Sephy in danger.",drama-and-soaps,56 mins,5 Mar 2020,1537,work Liberation Militia Callum make decision put Sephy danger,5
1538,My Left Nut - Series 1: Episode 3,https://ichef.bbci.co.uk/images/ic/1200x675/p084z91s.jpg,Mick goes full throttle at Tommy’s house party as he tries to forget about his testicle.,drama-and-soaps,31 mins,1 Mar 2020,1538,Mick go throttle Tommy house party try forget testicle,7
1539,Trigonometry - Series 1: Episode 8,https://ichef.bbci.co.uk/images/ic/1200x675/p086fm2q.jpg,The triad are forced to look to the future and make some big decisions.,drama-and-soaps,43 mins,15 Mar 2020,1539,triad force look future big decision,2
1540,DEVS - Series 1: Episode 8,https://ichef.bbci.co.uk/images/ic/1200x675/p089m6hl.jpg,A showdown determines Devs’ hidden future.,drama-and-soaps,48 mins,16 Apr 2020,1540,showdown determine Devs hide future,0
1541,The A Word - Series 3: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p08bm6gx.jpg,Rebecca and Joe fall into a crisis. Can Joe help his sister when she needs him most?,drama-and-soaps,57 mins,5 May 2020,1541,rebecca Joe fall crisis Joe help sister need,11
1542,Normal People - Series 1: Episode 12,https://ichef.bbci.co.uk/images/ic/1200x675/p08b5xk5.jpg,"Marianne and Connell are together, but will their relationship endure after graduation?",drama-and-soaps,23 mins,26 Apr 2020,1542,Marianne Connell relationship endure graduation,0
1543,Killing Eve - Series 3: 8. Are You Leading or Am I?,https://ichef.bbci.co.uk/images/ic/1200x675/p09rdmc1.jpg,Konstantin makes a break for it. Carolyn might have finally found what she’s looking for.,drama-and-soaps,43 mins,1 Jun 2020,1543,Konstantin make break Carolyn finally find look,2
1544,Cardinal - Series 4: 6. John and Lise,https://ichef.bbci.co.uk/images/ic/1200x675/p08f6n23.jpg,The killer makes off into the forest with his last two victims. Can he be stopped in time?,drama-and-soaps,41 mins,3 Jun 2020,1544,killer make forest victim stop time,5
1545,The Salisbury Poisonings - Series 1: Episode 3,https://ichef.bbci.co.uk/images/ic/1200x675/p08ggddz.jpg,A scavenged perfume bottle leads to tragic consequences.,drama-and-soaps,59 mins,14 Jun 2020,1545,scavenged perfume bottle lead tragic consequence,0
1546,The Luminaries - Series 1: 6. The Old Moon in the Young Moon’s Arms,https://ichef.bbci.co.uk/images/ic/1200x675/p08h3w4v.jpg,New evidence reveals a connection between Lauderback and Crosbie Wells.,drama-and-soaps,58 mins,21 Jun 2020,1546,new evidence reveal connection Lauderback Crosbie Wells,10
1547,Make Me Famous,https://ichef.bbci.co.uk/images/ic/1200x675/p08gpbmr.jpg,Drama by Reggie Yates exploring the impact of fame on reality TV participants.,drama-and-soaps,54 mins,17 Jun 2020,1547,drama Reggie Yates explore impact fame reality tv participant,0
1548,Sitting in Limbo,https://ichef.bbci.co.uk/images/ic/1200x675/p08g4cr9.jpg,A shocking drama inspired by the Windrush scandal,drama-and-soaps,89 mins,8 Jun 2020,1548,shocking drama inspire Windrush scandal,0
1549,Mrs. America - Series 1: 9. Reagan,https://ichef.bbci.co.uk/images/ic/1200x675/p08jcm71.jpg,Congress grants a three-year extension on the deadline for ratification of the ERA.,drama-and-soaps,50 mins,8 Jul 2020,1549,Congress grant year extension deadline ratification ERA,12
1550,The Secrets She Keeps - Series 1: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p08j3md1.jpg,Agatha finds refuge in the store room of her old workplace.,drama-and-soaps,44 mins,6 Jul 2020,1550,Agatha find refuge store room old workplace,3
1551,Battlestar Galactica - Series 4: 23. Daybreak Part 3,https://ichef.bbci.co.uk/images/ic/1200x675/p08ptsyw.jpg,Galactica’s fate is sealed as it makes a last leap into the unknown.,drama-and-soaps,42 mins,8 Sep 2020,1551,Galactica fate seal make leap unknown,5
1552,Us - Series 1: Episode 4,https://ichef.bbci.co.uk/images/ic/1200x675/p08r1yjs.jpg,Will Douglas’s dogged determination be enough to keep his family together?,drama-and-soaps,58 mins,20 Sep 2020,1552,Douglas dog determination family,1
1553,Life - Series 1: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p08ssdyf.jpg,A wedding brings the four stories together.,drama-and-soaps,59 mins,29 Sep 2020,1553,wedding bring story,14
1554,The Babadook,https://ichef.bbci.co.uk/images/ic/1200x675/p08trf8p.jpg,A child's fear of monsters worsens when a mysterious pop-up book appears on his bookshelf.,drama-and-soaps,89 mins,2014,1554,child fear monster worsen mysterious pop book appear bookshelf,0
1555,Roadkill - Series 1: Episode 4,https://ichef.bbci.co.uk/images/ic/1200x675/p08vcyqx.jpg,"Peter makes a move for the top spot as Dawn falters, but his enemies are circling.",drama-and-soaps,56 mins,18 Oct 2020,1555,Peter make spot Dawn falter enemy circle,5
1556,Second Chance,https://ichef.bbci.co.uk/images/ic/1200x675/p08xz9kb.jpg,"Robert Mitchum, Linda Darnell and Jack Palance in a tense thriller.",drama-and-soaps,78 mins,1953,1556,Robert Mitchum Linda Darnell Jack Palance tense thriller,0
1557,A Teacher - Series 1: Episode 10,https://ichef.bbci.co.uk/images/ic/1200x675/p09306kv.jpg,"Ten years on, Eric works with vulnerable children, and Claire has children of her own.",drama-and-soaps,24 mins,3 Jan 2021,1557,year Eric work vulnerable child Claire child,12
1558,We Are Who We Are - Series 1: 8. Right Here Right Now VIII and Last,https://ichef.bbci.co.uk/images/ic/1200x675/p08ymxnh.jpg,"As Caitlin prepares to leave the base, she and Fraser sneak off to a concert in Bologna.",drama-and-soaps,57 mins,22 Nov 2020,1558,Caitlin prepare leave base Fraser sneak concert Bologna,0
1559,Pretty Little Liars - Series 7: 21. Til DeAth Do Us PArt (Part 2),https://ichef.bbci.co.uk/images/ic/1200x675/p090x1qx.jpg,Season finale Part 2: A.D.'s method and identity are finally revealed.,drama-and-soaps,41 mins,6 Jan 2021,1559,season finale 2 A.D. method identity finally reveal,10
1560,Sparks - Series 1: 8. The Main Part,https://ichef.bbci.co.uk/images/ic/1200x675/p08z0d13.jpg,Aspiring actor Nina has an agonising decision to make after she’s shamelessly typecast.,drama-and-soaps,8 mins,27 Nov 2020,1560,aspire actor Nina agonising decision shamelessly typecast,0
1561,Industry - Series 1: 8. Reduction In Force,https://ichef.bbci.co.uk/images/ic/1200x675/p08zgr1f.jpg,RiF day is here. The grads pull out all the stops to become permanent Pierpoint people.,drama-and-soaps,47 mins,27 Nov 2020,1561,rif day grad pull stop permanent Pierpoint people,9
1562,Pretty Little Liars: The Perfectionists - Series 1: 10. Enter the Professor,https://ichef.bbci.co.uk/images/ic/1200x675/p09303m0.jpg,New information is uncovered after a shocking event.,drama-and-soaps,40 mins,16 Jan 2021,1562,new information uncover shocking event,14
1563,Spiral - Series 8: Episode 10,https://ichef.bbci.co.uk/images/ic/1200x675/p091vhsm.jpg,"On the day of the hold-up, last-minute changes cause chaos.",drama-and-soaps,66 mins,2 Jan 2021,1563,day hold minute change cause chaos,9
1564,The Mallorca Files - Series 2: 6. The Outlaw Jose Rey,https://ichef.bbci.co.uk/images/ic/1200x675/p0957hbt.jpg,Max and Miranda head to the hills on horseback to investigate a murder.,drama-and-soaps,45 mins,1 Feb 2021,1564,Max Miranda head hill horseback investigate murder,8
1565,Bates Motel - Series 5: 4. Hidden,https://ichef.bbci.co.uk/images/ic/1200x675/p094cqdj.jpg,Chick volunteers to dispose of Caleb's body.,drama-and-soaps,45 mins,23 Feb 2021,1565,Chick volunteer dispose Caleb body,0
1566,Man in Room 301 - Series 1: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p097pn20.jpg,"With the truth about Tommi's death finally revealed, Seppo returns to Finland.",drama-and-soaps,41 mins,27 Feb 2021,1566,truth Tommi death finally reveal Seppo return Finland,10
